"ID","URI","ISSUED","IDENTIFIER","VOCABULARY_FK","CONCEPT_ORDER","LINK"
"95237","http://rs.tdwg.org/ontology/voc/TaxonRank#Interkingdom","2008-10-12 23:44:52.0","interkingdom","16","113",
"95238","http://rs.tdwg.org/ontology/voc/TaxonRank#Superdomain","2008-10-12 23:44:52.0","superdomain","16","114",
"95239","http://rs.tdwg.org/ontology/voc/TaxonRank#Microspecies","2008-10-12 23:44:56.0","microspecies","16","115",
"95240","http://rs.tdwg.org/ontology/voc/TaxonRank#Infravariety","2008-10-12 23:44:56.0","infravariety","16","116",
"95241","http://rs.tdwg.org/ontology/voc/TaxonRank#Midkingdom","2008-10-12 23:44:52.0","midkingdom","16","117",
"95242","http://rs.tdwg.org/ontology/voc/TaxonRank#Suprakingdom","2008-10-12 23:44:52.0","suprakingdom","16","118",
"95243","http://rs.tdwg.org/ontology/voc/TaxonRank#Superkingdom","2008-10-12 23:44:52.0","superkingdom","16","119",
"95244","http://rs.tdwg.org/ontology/voc/TaxonRank#Infradomain","2008-10-12 23:44:52.0","infradomain","16","120",
"95245","http://rs.tdwg.org/ontology/voc/TaxonRank#Subdomain","2008-10-12 23:44:52.0","subdomain","16","121",
"95246","http://rs.tdwg.org/ontology/voc/TaxonRank#Empire","2008-10-12 23:44:52.0","empire","16","122",
"95247","http://rs.tdwg.org/ontology/voc/TaxonRank#Magnorder","2008-10-12 23:44:54.0","magnorder","16","123",
"95248","http://rs.tdwg.org/ontology/voc/TaxonRank#Megafamily","2008-10-12 23:44:55.0","megafamily","16","124",
"95249","http://rs.tdwg.org/ontology/voc/TaxonRank#Grandfamily","2008-10-12 23:44:55.0","grandfamily","16","125",
"95250","http://rs.tdwg.org/ontology/voc/TaxonRank#Form","2008-10-12 23:44:56.0","form","16","126",
"95251","http://iso.org/639-1#aa","2008-12-17 20:51:51.0","aa","17","1",
"95252","http://iso.org/639-1#ab","2008-12-17 20:51:51.0","ab","17","2",
"95253","http://iso.org/639-1#ae","2008-12-17 20:51:51.0","ae","17","3",
"95254","http://iso.org/639-1#af","2008-12-17 20:51:51.0","af","17","4",
"95255","http://iso.org/639-1#ak","2008-12-17 20:51:51.0","ak","17","5",
"95256","http://iso.org/639-1#am","2008-12-17 20:51:51.0","am","17","6",
"95257","http://iso.org/639-1#an","2008-12-17 20:51:51.0","an","17","7",
"95258","http://iso.org/639-1#ar","2008-12-17 20:51:51.0","ar","17","8",
"95259","http://iso.org/639-1#as","2008-12-17 20:51:51.0","as","17","9",
"95260","http://iso.org/639-1#av","2008-12-17 20:51:51.0","av","17","10",
"95261","http://iso.org/639-1#ay","2008-12-17 20:51:51.0","ay","17","11",
"95262","http://iso.org/639-1#az","2008-12-17 20:51:51.0","az","17","12",
"95263","http://iso.org/639-1#ba","2008-12-17 20:51:51.0","ba","17","13",
"95264","http://iso.org/639-1#be","2008-12-17 20:51:51.0","be","17","14",
"95265","http://iso.org/639-1#bg","2008-12-17 20:51:51.0","bg","17","15",
"95266","http://iso.org/639-1#bi","2008-12-17 20:51:51.0","bi","17","16",
"95267","http://iso.org/639-1#bm","2008-12-17 20:51:51.0","bm","17","17",
"95268","http://iso.org/639-1#bn","2008-12-17 20:51:51.0","bn","17","18",
"95269","http://iso.org/639-1#bo","2008-12-17 20:51:51.0","bo","17","19",
"95270","http://iso.org/639-1#br","2008-12-17 20:51:51.0","br","17","20",
"95271","http://iso.org/639-1#bs","2008-12-17 20:51:51.0","bs","17","21",
"95272","http://iso.org/639-1#ca","2008-12-17 20:51:51.0","ca","17","22",
"95273","http://iso.org/639-1#ce","2008-12-17 20:51:51.0","ce","17","23",
"95274","http://iso.org/639-1#ch","2008-12-17 20:51:51.0","ch","17","24",
"95275","http://iso.org/639-1#co","2008-12-17 20:51:51.0","co","17","25",
"95276","http://iso.org/639-1#cr","2008-12-17 20:51:51.0","cr","17","26",
"95277","http://iso.org/639-1#cs","2008-12-17 20:51:51.0","cs","17","27",
"95278","http://iso.org/639-1#cu","2008-12-17 20:51:51.0","cu","17","28",
"95279","http://iso.org/639-1#cv","2008-12-17 20:51:51.0","cv","17","29",
"95280","http://iso.org/639-1#cy","2008-12-17 20:51:51.0","cy","17","30",
"95281","http://iso.org/639-1#da","2008-12-17 20:51:51.0","da","17","31",
"95282","http://iso.org/639-1#de","2008-12-17 20:51:51.0","de","17","32",
"95283","http://iso.org/639-1#dv","2008-12-17 20:51:51.0","dv","17","33",
"95284","http://iso.org/639-1#dz","2008-12-17 20:51:51.0","dz","17","34",
"95285","http://iso.org/639-1#ee","2008-12-17 20:51:51.0","ee","17","35",
"95286","http://iso.org/639-1#el","2008-12-17 20:51:51.0","el","17","36",
"95287","http://iso.org/639-1#en","2008-12-17 20:51:51.0","en","17","37",
"95288","http://iso.org/639-1#eo","2008-12-17 20:51:51.0","eo","17","38",
"95289","http://iso.org/639-1#es","2008-12-17 20:51:51.0","es","17","39",
"95290","http://iso.org/639-1#et","2008-12-17 20:51:51.0","et","17","40",
"95291","http://iso.org/639-1#eu","2008-12-17 20:51:51.0","eu","17","41",
"95292","http://iso.org/639-1#fa","2008-12-17 20:51:51.0","fa","17","42",
"95293","http://iso.org/639-1#ff","2008-12-17 20:51:51.0","ff","17","43",
"95294","http://iso.org/639-1#fi","2008-12-17 20:51:51.0","fi","17","44",
"95295","http://iso.org/639-1#fj","2008-12-17 20:51:51.0","fj","17","45",
"95296","http://iso.org/639-1#fo","2008-12-17 20:51:51.0","fo","17","46",
"95297","http://iso.org/639-1#fr","2008-12-17 20:51:51.0","fr","17","47",
"95298","http://iso.org/639-1#fy","2008-12-17 20:51:51.0","fy","17","48",
"95299","http://iso.org/639-1#ga","2008-12-17 20:51:51.0","ga","17","49",
"95300","http://iso.org/639-1#gd","2008-12-17 20:51:51.0","gd","17","50",
"95301","http://iso.org/639-1#gl","2008-12-17 20:51:51.0","gl","17","51",
"95302","http://iso.org/639-1#gn","2008-12-17 20:51:51.0","gn","17","52",
"95303","http://iso.org/639-1#gu","2008-12-17 20:51:51.0","gu","17","53",
"95304","http://iso.org/639-1#gv","2008-12-17 20:51:51.0","gv","17","54",
"95305","http://iso.org/639-1#ha","2008-12-17 20:51:51.0","ha","17","55",
"95306","http://iso.org/639-1#he","2008-12-17 20:51:51.0","he","17","56",
"95307","http://iso.org/639-1#hi","2008-12-17 20:51:51.0","hi","17","57",
"95308","http://iso.org/639-1#ho","2008-12-17 20:51:51.0","ho","17","58",
"95309","http://iso.org/639-1#hr","2008-12-17 20:51:51.0","hr","17","59",
"95310","http://iso.org/639-1#ht","2008-12-17 20:51:51.0","ht","17","60",
"95311","http://iso.org/639-1#hu","2008-12-17 20:51:51.0","hu","17","61",
"95312","http://iso.org/639-1#hy","2008-12-17 20:51:51.0","hy","17","62",
"95313","http://iso.org/639-1#hz","2008-12-17 20:51:51.0","hz","17","63",
"95314","http://iso.org/639-1#ia","2008-12-17 20:51:51.0","ia","17","64",
"95315","http://iso.org/639-1#id","2008-12-17 20:51:51.0","id","17","65",
"95316","http://iso.org/639-1#ie","2008-12-17 20:51:51.0","ie","17","66",
"95317","http://iso.org/639-1#ig","2008-12-17 20:51:51.0","ig","17","67",
"95318","http://iso.org/639-1#ii","2008-12-17 20:51:51.0","ii","17","68",
"95319","http://iso.org/639-1#ik","2008-12-17 20:51:51.0","ik","17","69",
"95320","http://iso.org/639-1#io","2008-12-17 20:51:51.0","io","17","70",
"95321","http://iso.org/639-1#is","2008-12-17 20:51:51.0","is","17","71",
"95322","http://iso.org/639-1#it","2008-12-17 20:51:51.0","it","17","72",
"95323","http://iso.org/639-1#iu","2008-12-17 20:51:51.0","iu","17","73",
"95324","http://iso.org/639-1#ja","2008-12-17 20:51:51.0","ja","17","74",
"95325","http://iso.org/639-1#jv","2008-12-17 20:51:51.0","jv","17","75",
"95326","http://iso.org/639-1#ka","2008-12-17 20:51:51.0","ka","17","76",
"95327","http://iso.org/639-1#kg","2008-12-17 20:51:51.0","kg","17","77",
"95328","http://iso.org/639-1#ki","2008-12-17 20:51:51.0","ki","17","78",
"95329","http://iso.org/639-1#kj","2008-12-17 20:51:51.0","kj","17","79",
"95330","http://iso.org/639-1#kk","2008-12-17 20:51:51.0","kk","17","80",
"95331","http://iso.org/639-1#kl","2008-12-17 20:51:51.0","kl","17","81",
"95332","http://iso.org/639-1#km","2008-12-17 20:51:51.0","km","17","82",
"95333","http://iso.org/639-1#kn","2008-12-17 20:51:51.0","kn","17","83",
"95334","http://iso.org/639-1#ko","2008-12-17 20:51:51.0","ko","17","84",
"95335","http://iso.org/639-1#kr","2008-12-17 20:51:51.0","kr","17","85",
"95336","http://iso.org/639-1#ks","2008-12-17 20:51:51.0","ks","17","86",
"95337","http://iso.org/639-1#ku","2008-12-17 20:51:51.0","ku","17","87",
"95338","http://iso.org/639-1#kv","2008-12-17 20:51:51.0","kv","17","88",
"95339","http://iso.org/639-1#kw","2008-12-17 20:51:51.0","kw","17","89",
"95340","http://iso.org/639-1#ky","2008-12-17 20:51:51.0","ky","17","90",
"95341","http://iso.org/639-1#la","2008-12-17 20:51:51.0","la","17","91",
"95342","http://iso.org/639-1#lb","2008-12-17 20:51:51.0","lb","17","92",
"95343","http://iso.org/639-1#lg","2008-12-17 20:51:51.0","lg","17","93",
"95344","http://iso.org/639-1#li","2008-12-17 20:51:51.0","li","17","94",
"95345","http://iso.org/639-1#ln","2008-12-17 20:51:51.0","ln","17","95",
"95346","http://iso.org/639-1#lo","2008-12-17 20:51:51.0","lo","17","96",
"95347","http://iso.org/639-1#lt","2008-12-17 20:51:51.0","lt","17","97",
"95348","http://iso.org/639-1#lu","2008-12-17 20:51:51.0","lu","17","98",
"95349","http://iso.org/639-1#lv","2008-12-17 20:51:51.0","lv","17","99",
"95350","http://iso.org/639-1#mg","2008-12-17 20:51:51.0","mg","17","100",
"95351","http://iso.org/639-1#mh","2008-12-17 20:51:51.0","mh","17","101",
"95352","http://iso.org/639-1#mi","2008-12-17 20:51:51.0","mi","17","102",
"95353","http://iso.org/639-1#mk","2008-12-17 20:51:51.0","mk","17","103",
"95354","http://iso.org/639-1#ml","2008-12-17 20:51:51.0","ml","17","104",
"95355","http://iso.org/639-1#mn","2008-12-17 20:51:51.0","mn","17","105",
"95356","http://iso.org/639-1#mr","2008-12-17 20:51:51.0","mr","17","106",
"95357","http://iso.org/639-1#ms","2008-12-17 20:51:51.0","ms","17","107",
"95358","http://iso.org/639-1#mt","2008-12-17 20:51:51.0","mt","17","108",
"95359","http://iso.org/639-1#my","2008-12-17 20:51:51.0","my","17","109",
"95360","http://iso.org/639-1#na","2008-12-17 20:51:51.0","na","17","110",
"95361","http://iso.org/639-1#nb","2008-12-17 20:51:51.0","nb","17","111",
"95362","http://iso.org/639-1#nd","2008-12-17 20:51:51.0","nd","17","112",
"95363","http://iso.org/639-1#ne","2008-12-17 20:51:51.0","ne","17","113",
"95364","http://iso.org/639-1#ng","2008-12-17 20:51:51.0","ng","17","114",
"95365","http://iso.org/639-1#nl","2008-12-17 20:51:51.0","nl","17","115",
"95366","http://iso.org/639-1#nn","2008-12-17 20:51:51.0","nn","17","116",
"95367","http://iso.org/639-1#no","2008-12-17 20:51:51.0","no","17","117",
"95368","http://iso.org/639-1#nr","2008-12-17 20:51:51.0","nr","17","118",
"95369","http://iso.org/639-1#nv","2008-12-17 20:51:51.0","nv","17","119",
"95370","http://iso.org/639-1#ny","2008-12-17 20:51:51.0","ny","17","120",
"95371","http://iso.org/639-1#oc","2008-12-17 20:51:51.0","oc","17","121",
"95372","http://iso.org/639-1#oj","2008-12-17 20:51:51.0","oj","17","122",
"95373","http://iso.org/639-1#om","2008-12-17 20:51:51.0","om","17","123",
"95374","http://iso.org/639-1#or","2008-12-17 20:51:51.0","or","17","124",
"95375","http://iso.org/639-1#os","2008-12-17 20:51:51.0","os","17","125",
"95376","http://iso.org/639-1#pa","2008-12-17 20:51:51.0","pa","17","126",
"95377","http://iso.org/639-1#pi","2008-12-17 20:51:51.0","pi","17","127",
"95378","http://iso.org/639-1#pl","2008-12-17 20:51:51.0","pl","17","128",
"95379","http://iso.org/639-1#ps","2008-12-17 20:51:51.0","ps","17","129",
"95380","http://iso.org/639-1#pt","2008-12-17 20:51:51.0","pt","17","130",
"95381","http://iso.org/639-1#qu","2008-12-17 20:51:51.0","qu","17","131",
"95382","http://iso.org/639-1#rm","2008-12-17 20:51:51.0","rm","17","132",
"95383","http://iso.org/639-1#rn","2008-12-17 20:51:51.0","rn","17","133",
"95384","http://iso.org/639-1#ro","2008-12-17 20:51:51.0","ro","17","134",
"95385","http://iso.org/639-1#ru","2008-12-17 20:51:51.0","ru","17","135",
"95386","http://iso.org/639-1#rw","2008-12-17 20:51:51.0","rw","17","136",
"95387","http://iso.org/639-1#sa","2008-12-17 20:51:51.0","sa","17","137",
"95388","http://iso.org/639-1#sc","2008-12-17 20:51:51.0","sc","17","138",
"95389","http://iso.org/639-1#sd","2008-12-17 20:51:51.0","sd","17","139",
"95390","http://iso.org/639-1#se","2008-12-17 20:51:51.0","se","17","140",
"95391","http://iso.org/639-1#sg","2008-12-17 20:51:51.0","sg","17","141",
"95392","http://iso.org/639-1#sh","2008-12-17 20:51:51.0","sh","17","142",
"95393","http://iso.org/639-1#si","2008-12-17 20:51:51.0","si","17","143",
"95394","http://iso.org/639-1#sk","2008-12-17 20:51:51.0","sk","17","144",
"95395","http://iso.org/639-1#sl","2008-12-17 20:51:51.0","sl","17","145",
"95396","http://iso.org/639-1#sm","2008-12-17 20:51:51.0","sm","17","146",
"95397","http://iso.org/639-1#sn","2008-12-17 20:51:51.0","sn","17","147",
"95398","http://iso.org/639-1#so","2008-12-17 20:51:51.0","so","17","148",
"95399","http://iso.org/639-1#sq","2008-12-17 20:51:51.0","sq","17","149",
"95400","http://iso.org/639-1#sr","2008-12-17 20:51:51.0","sr","17","150",
"95401","http://iso.org/639-1#ss","2008-12-17 20:51:51.0","ss","17","151",
"95402","http://iso.org/639-1#st","2008-12-17 20:51:51.0","st","17","152",
"95403","http://iso.org/639-1#su","2008-12-17 20:51:51.0","su","17","153",
"95404","http://iso.org/639-1#sv","2008-12-17 20:51:51.0","sv","17","154",
"95405","http://iso.org/639-1#sw","2008-12-17 20:51:51.0","sw","17","155",
"95406","http://iso.org/639-1#ta","2008-12-17 20:51:51.0","ta","17","156",
"95407","http://iso.org/639-1#te","2008-12-17 20:51:51.0","te","17","157",
"95408","http://iso.org/639-1#tg","2008-12-17 20:51:51.0","tg","17","158",
"95409","http://iso.org/639-1#th","2008-12-17 20:51:51.0","th","17","159",
"95410","http://iso.org/639-1#ti","2008-12-17 20:51:51.0","ti","17","160",
"95411","http://iso.org/639-1#tk","2008-12-17 20:51:51.0","tk","17","161",
"95412","http://iso.org/639-1#tl","2008-12-17 20:51:51.0","tl","17","162",
"95413","http://iso.org/639-1#tn","2008-12-17 20:51:51.0","tn","17","163",
"95414","http://iso.org/639-1#to","2008-12-17 20:51:51.0","to","17","164",
"95415","http://iso.org/639-1#tr","2008-12-17 20:51:51.0","tr","17","165",
"95416","http://iso.org/639-1#ts","2008-12-17 20:51:51.0","ts","17","166",
"95417","http://iso.org/639-1#tt","2008-12-17 20:51:51.0","tt","17","167",
"95418","http://iso.org/639-1#tw","2008-12-17 20:51:51.0","tw","17","168",
"95419","http://iso.org/639-1#ty","2008-12-17 20:51:51.0","ty","17","169",
"95420","http://iso.org/639-1#ug","2008-12-17 20:51:51.0","ug","17","170",
"95421","http://iso.org/639-1#uk","2008-12-17 20:51:51.0","uk","17","171",
"95422","http://iso.org/639-1#ur","2008-12-17 20:51:51.0","ur","17","172",
"95423","http://iso.org/639-1#uz","2008-12-17 20:51:51.0","uz","17","173",
"95424","http://iso.org/639-1#ve","2008-12-17 20:51:51.0","ve","17","174",
"95425","http://iso.org/639-1#vi","2008-12-17 20:51:51.0","vi","17","175",
"95426","http://iso.org/639-1#vo","2008-12-17 20:51:51.0","vo","17","176",
"95427","http://iso.org/639-1#wa","2008-12-17 20:51:51.0","wa","17","177",
"95428","http://iso.org/639-1#wo","2008-12-17 20:51:51.0","wo","17","178",
"95429","http://iso.org/639-1#xh","2008-12-17 20:51:51.0","xh","17","179",
"95430","http://iso.org/639-1#yi","2008-12-17 20:51:51.0","yi","17","180",
"95431","http://iso.org/639-1#yo","2008-12-17 20:51:51.0","yo","17","181",
"95432","http://iso.org/639-1#za","2008-12-17 20:51:51.0","za","17","182",
"95433","http://iso.org/639-1#zh","2008-12-17 20:51:51.0","zh","17","183",
"95434","http://iso.org/639-1#zu","2008-12-17 20:51:51.0","zu","17","184",
"94865","http://iso.org/iso3166#AD","2008-12-17 20:39:51.0","AD","13","1",
"94866","http://iso.org/iso3166#AE","2008-12-17 20:39:51.0","AE","13","2",
"94867","http://iso.org/iso3166#AF","2008-12-17 20:39:51.0","AF","13","3",
"94868","http://iso.org/iso3166#AG","2008-12-17 20:39:51.0","AG","13","4",
"94869","http://iso.org/iso3166#AI","2008-12-17 20:39:51.0","AI","13","5",
"94870","http://iso.org/iso3166#AL","2008-12-17 20:39:51.0","AL","13","6",
"94871","http://iso.org/iso3166#AM","2008-12-17 20:39:51.0","AM","13","7",
"94872","http://iso.org/iso3166#AN","2008-12-17 20:39:51.0","AN","13","8",
"94873","http://iso.org/iso3166#AO","2008-12-17 20:39:51.0","AO","13","9",
"94874","http://iso.org/iso3166#AQ","2008-12-17 20:39:51.0","AQ","13","10",
"94875","http://iso.org/iso3166#AR","2008-12-17 20:39:51.0","AR","13","11",
"94876","http://iso.org/iso3166#AS","2008-12-17 20:39:51.0","AS","13","12",
"94877","http://iso.org/iso3166#AT","2008-12-17 20:39:51.0","AT","13","13",
"94878","http://iso.org/iso3166#AU","2008-12-17 20:39:51.0","AU","13","14",
"94879","http://iso.org/iso3166#AW","2008-12-17 20:39:51.0","AW","13","15",
"94880","http://iso.org/iso3166#AX","2008-12-17 20:39:51.0","AX","13","16",
"94881","http://iso.org/iso3166#AZ","2008-12-17 20:39:51.0","AZ","13","17",
"94882","http://iso.org/iso3166#BA","2008-12-17 20:39:51.0","BA","13","18",
"94883","http://iso.org/iso3166#BB","2008-12-17 20:39:51.0","BB","13","19",
"94884","http://iso.org/iso3166#BD","2008-12-17 20:39:51.0","BD","13","20",
"94885","http://iso.org/iso3166#BE","2008-12-17 20:39:51.0","BE","13","21",
"94886","http://iso.org/iso3166#BF","2008-12-17 20:39:51.0","BF","13","22",
"94887","http://iso.org/iso3166#BG","2008-12-17 20:39:51.0","BG","13","23",
"94888","http://iso.org/iso3166#BH","2008-12-17 20:39:51.0","BH","13","24",
"94889","http://iso.org/iso3166#BI","2008-12-17 20:39:51.0","BI","13","25",
"94890","http://iso.org/iso3166#BJ","2008-12-17 20:39:51.0","BJ","13","26",
"94891","http://iso.org/iso3166#BL","2008-12-17 20:39:51.0","BL","13","27",
"94892","http://iso.org/iso3166#BM","2008-12-17 20:39:51.0","BM","13","28",
"94893","http://iso.org/iso3166#BN","2008-12-17 20:39:51.0","BN","13","29",
"94894","http://iso.org/iso3166#BO","2008-12-17 20:39:51.0","BO","13","30",
"94895","http://iso.org/iso3166#BR","2008-12-17 20:39:51.0","BR","13","31",
"94896","http://iso.org/iso3166#BS","2008-12-17 20:39:51.0","BS","13","32",
"94897","http://iso.org/iso3166#BT","2008-12-17 20:39:51.0","BT","13","33",
"94898","http://iso.org/iso3166#BV","2008-12-17 20:39:51.0","BV","13","34",
"94899","http://iso.org/iso3166#BW","2008-12-17 20:39:51.0","BW","13","35",
"94900","http://iso.org/iso3166#BY","2008-12-17 20:39:51.0","BY","13","36",
"94901","http://iso.org/iso3166#BZ","2008-12-17 20:39:51.0","BZ","13","37",
"94902","http://iso.org/iso3166#CA","2008-12-17 20:39:51.0","CA","13","38",
"94903","http://iso.org/iso3166#CC","2008-12-17 20:39:51.0","CC","13","39",
"94904","http://iso.org/iso3166#CD","2008-12-17 20:39:51.0","CD","13","40",
"94905","http://iso.org/iso3166#CF","2008-12-17 20:39:51.0","CF","13","41",
"94906","http://iso.org/iso3166#CG","2008-12-17 20:39:51.0","CG","13","42",
"94907","http://iso.org/iso3166#CH","2008-12-17 20:39:51.0","CH","13","43",
"94908","http://iso.org/iso3166#CI","2008-12-17 20:39:51.0","CI","13","44",
"94909","http://iso.org/iso3166#CK","2008-12-17 20:39:51.0","CK","13","45",
"94910","http://iso.org/iso3166#CL","2008-12-17 20:39:51.0","CL","13","46",
"94911","http://iso.org/iso3166#CM","2008-12-17 20:39:51.0","CM","13","47",
"94912","http://iso.org/iso3166#CN","2008-12-17 20:39:51.0","CN","13","48",
"94913","http://iso.org/iso3166#CO","2008-12-17 20:39:51.0","CO","13","49",
"94914","http://iso.org/iso3166#CR","2008-12-17 20:39:51.0","CR","13","50",
"94915","http://iso.org/iso3166#CU","2008-12-17 20:39:51.0","CU","13","51",
"94916","http://iso.org/iso3166#CV","2008-12-17 20:39:51.0","CV","13","52",
"95101","http://iso.org/iso3166#VN","2008-12-17 20:39:51.0","VN","13","237",
"95102","http://iso.org/iso3166#VU","2008-12-17 20:39:51.0","VU","13","238",
"95103","http://iso.org/iso3166#WF","2008-12-17 20:39:51.0","WF","13","239",
"95104","http://iso.org/iso3166#WS","2008-12-17 20:39:51.0","WS","13","240",
"95105","http://iso.org/iso3166#YE","2008-12-17 20:39:51.0","YE","13","241",
"95106","http://iso.org/iso3166#YT","2008-12-17 20:39:51.0","YT","13","242",
"95107","http://iso.org/iso3166#YU","2008-12-17 20:39:51.0","YU","13","243",
"95108","http://iso.org/iso3166#ZA","2008-12-17 20:39:51.0","ZA","13","244",
"95109","http://iso.org/iso3166#ZM","2008-12-17 20:39:51.0","ZM","13","245",
"95110","http://iso.org/iso3166#ZW","2008-12-17 20:39:51.0","ZW","13","246",
"95111","http://rs.tdwg.org/dwc/dwctype/PreservedSpecimen","2008-12-16 20:31:07.0","preservedspecimen","14","1",
"95112","http://rs.tdwg.org/dwc/dwctype/FossilSpecimen","2008-12-16 20:31:07.0","fossilspecimen","14","2",
"95113","http://rs.tdwg.org/dwc/dwctype/LivingSpecimen","2008-12-16 20:31:07.0","livingspecimen","14","3",
"95114","http://rs.tdwg.org/dwc/dwctype/HumanObservation","2008-12-16 20:31:07.0","humanobservation","14","4",
"95115","http://rs.tdwg.org/dwc/dwctype/MachineObservation","2008-12-16 20:31:07.0","machineobservation","14","5",
"95116","http://rs.tdwg.org/dwc/dwctype/StillImage","2008-12-16 20:31:07.0","stillimage","14","6",
"95117","http://rs.tdwg.org/dwc/dwctype/MovingImage","2008-12-16 20:31:07.0","movingimage","14","7",
"95118","http://rs.tdwg.org/dwc/dwctype/Sound","2008-12-16 20:31:07.0","sound","14","8",
"95119","http://rs.tdwg.org/dwc/dwctype/PhysicalObject","2008-12-16 20:31:07.0","physicalobject","14","9",
"95120","http://rs.tdwg.org/dwc/dwctype/ICBN","2008-12-16 20:31:07.0","icbn","15","1",
"95121","http://rs.tdwg.org/dwc/dwctype/ICZN","2008-12-16 20:31:07.0","iczn","15","2",
"95122","http://rs.tdwg.org/dwc/dwctype/BC","2008-12-16 20:31:07.0","bc","15","3",
"95123","http://rs.tdwg.org/dwc/dwctype/ICNCP","2008-12-16 20:31:07.0","icncp","15","4",
"95124","http://rs.tdwg.org/dwc/dwctype/BioCode","2008-12-16 20:31:07.0","biocode","15","5",
"95125","http://rs.tdwg.org/ontology/voc/TaxonRank#Kingdom","2008-10-12 23:44:52.0","kingdom","16","1",
"95126","http://rs.tdwg.org/ontology/voc/TaxonRank#Phylum","2008-10-12 23:44:52.0","phylum","16","2",
"95127","http://rs.tdwg.org/ontology/voc/TaxonRank#Division","2008-10-12 23:44:56.0","division","16","3",
"95128","http://rs.tdwg.org/ontology/voc/TaxonRank#Class","2008-10-12 23:44:53.0","class","16","4",
"95129","http://rs.tdwg.org/ontology/voc/TaxonRank#Subclass","2008-10-12 23:44:53.0","subclass","16","5",
"95130","http://rs.tdwg.org/ontology/voc/TaxonRank#Order","2008-10-12 23:44:54.0","order","16","6",
"95131","http://rs.tdwg.org/ontology/voc/TaxonRank#Family","2008-10-12 23:44:55.0","family","16","7",
"95132","http://rs.tdwg.org/ontology/voc/TaxonRank#Genus","2008-10-12 23:44:55.0","genus","16","8",
"95133","http://rs.tdwg.org/ontology/voc/TaxonRank#Subgenus","2008-10-12 23:44:55.0","subgenus","16","9",
"95134","http://rs.tdwg.org/ontology/voc/TaxonRank#Tribe","2008-10-12 23:44:55.0","tribe","16","10",
"95135","http://rs.tdwg.org/ontology/voc/TaxonRank#Species","2008-10-12 23:44:56.0","species","16","11",
"95136","http://rs.tdwg.org/ontology/voc/TaxonRank#Aggregate","2008-10-12 23:44:56.0","aggregate","16","12",
"95137","http://rs.tdwg.org/ontology/voc/TaxonRank#Subspecies","2008-10-12 23:44:56.0","subspecies","16","13",
"95138","http://rs.tdwg.org/ontology/voc/TaxonRank#Variety","2008-10-12 23:44:56.0","variety","16","14",
"95139","http://rs.tdwg.org/ontology/voc/TaxonRank#Cultivar","2008-10-12 23:44:56.0","cultivar","16","15",
"95140","http://rs.tdwg.org/ontology/voc/TaxonRank#Gigafamily","2008-10-12 23:44:55.0","gigafamily","16","16",
"95141","http://rs.tdwg.org/ontology/voc/TaxonRank#Microorder","2008-10-12 23:44:55.0","microorder","16","17",
"95142","http://rs.tdwg.org/ontology/voc/TaxonRank#Parvorder","2008-10-12 23:44:55.0","parvorder","16","18",
"95143","http://rs.tdwg.org/ontology/voc/TaxonRank#Nanorder","2008-10-12 23:44:54.0","nanorder","16","19",
"95144","http://rs.tdwg.org/ontology/voc/TaxonRank#Suborder","2008-10-12 23:44:54.0","suborder","16","20",
"95145","http://rs.tdwg.org/ontology/voc/TaxonRank#Minorder","2008-10-12 23:44:54.0","minorder","16","21",
"95146","http://rs.tdwg.org/ontology/voc/TaxonRank#Hypoorder","2008-10-12 23:44:54.0","hypoorder","16","22",
"95147","http://rs.tdwg.org/ontology/voc/TaxonRank#Hyperfamily","2008-10-12 23:44:55.0","hyperfamily","16","23",
"95148","http://rs.tdwg.org/ontology/voc/TaxonRank#Infraorder","2008-10-12 23:44:55.0","infraorder","16","24",
"95149","http://rs.tdwg.org/ontology/voc/TaxonRank#Superfamily","2008-10-12 23:44:55.0","superfamily","16","25",
