"ID","PREFERRED","CREATED","LANG","MODIFIED","RELATION","SOURCE","TITLE","CONCEPT_FK"
"97450","TRUE",,"en","2008-10-12 23:44:57.0",,,"Suprageneric Taxon","95225"
"97451","TRUE",,"en","2008-10-12 23:44:56.0",,,"subvariety","95226"
"97452","TRUE",,"en","2008-10-12 23:44:52.0",,,"UnCatalogued ranks","95227"
"97453","TRUE",,"en","2008-10-12 23:44:56.0",,,"convar","95228"
"97454","TRUE",,"en","2008-10-12 23:44:56.0",,,"strain","95229"
"97455","TRUE",,"en","2008-10-12 23:44:56.0",,,"supervariety","95230"
"97456","TRUE",,"en","2008-10-12 23:44:55.0",,,"subsection","95231"
"97457","TRUE",,"en","2008-10-12 23:44:56.0",,,"hybrid","95232"
"97458","TRUE",,"en","2008-10-12 23:44:56.0",,,"species group","95233"
"97459","TRUE",,"en","2008-10-12 23:44:56.0",,,"complex","95234"
"97460","TRUE",,"en","2008-10-12 23:44:56.0",,,"superspecies","95235"
"97461","TRUE",,"en","2008-10-12 23:44:57.0",,,"Candidate","95236"
"97462","TRUE",,"en","2008-10-12 23:44:52.0",,,"interkingdom","95237"
"97463","TRUE",,"en","2008-10-12 23:44:52.0",,,"superdomain","95238"
"97464","TRUE",,"en","2008-10-12 23:44:56.0",,,"microspecies","95239"
"97465","TRUE",,"en","2008-10-12 23:44:56.0",,,"infravariety","95240"
"97466","TRUE",,"en","2008-10-12 23:44:52.0",,,"midkingdom","95241"
"97467","TRUE",,"en","2008-10-12 23:44:52.0",,,"suprakingdom","95242"
"97468","TRUE",,"en","2008-10-12 23:44:52.0",,,"superkingdom","95243"
"97469","TRUE",,"en","2008-10-12 23:44:52.0",,,"infradomain","95244"
"97470","TRUE",,"en","2008-10-12 23:44:52.0",,,"subdomain","95245"
"97471","TRUE",,"en","2008-10-12 23:44:52.0",,,"empire","95246"
"97472","TRUE",,"en","2008-10-12 23:44:54.0",,,"magnorder","95247"
"97473","TRUE",,"en","2008-10-12 23:44:55.0",,,"megafamily","95248"
"97474","TRUE",,"en","2008-10-12 23:44:55.0",,,"grandfamily","95249"
"97475","TRUE",,"en","2008-10-12 23:44:56.0",,,"form","95250"
"97476","TRUE",,"en","2008-12-17 20:55:56.0",,,"Afar","95251"
"97477","TRUE",,"en","2008-12-17 20:55:56.0",,,"Abkhazian","95252"
"97478","TRUE",,"en","2008-12-17 20:55:56.0",,,"Avestan","95253"
"97479","TRUE",,"en","2008-12-17 20:55:56.0",,,"Afrikaans","95254"
"97480","TRUE",,"en","2008-12-17 20:55:56.0",,,"Akan","95255"
"97481","TRUE",,"en","2008-12-17 20:55:56.0",,,"Amharic","95256"
"97482","TRUE",,"en","2008-12-17 20:55:56.0",,,"Aragonese","95257"
"97483","TRUE",,"en","2008-12-17 20:55:56.0",,,"Arabic","95258"
"97484","TRUE",,"en","2008-12-17 20:55:56.0",,,"Assamese","95259"
"97485","TRUE",,"en","2008-12-17 20:55:56.0",,,"Avaric","95260"
"97486","TRUE",,"en","2008-12-17 20:55:56.0",,,"Aymara","95261"
"97487","TRUE",,"en","2008-12-17 20:55:56.0",,,"Azerbaijani","95262"
"97488","TRUE",,"en","2008-12-17 20:55:56.0",,,"Bashkir","95263"
"97489","TRUE",,"en","2008-12-17 20:55:56.0",,,"Belarusian","95264"
"97490","TRUE",,"en","2008-12-17 20:55:56.0",,,"Bulgarian","95265"
"97491","TRUE",,"en","2008-12-17 20:55:56.0",,,"Bislama","95266"
"97492","TRUE",,"en","2008-12-17 20:55:56.0",,,"Bambara","95267"
"97493","TRUE",,"en","2008-12-17 20:55:56.0",,,"Bengali","95268"
"97494","TRUE",,"en","2008-12-17 20:55:56.0",,,"Tibetan","95269"
"97495","TRUE",,"en","2008-12-17 20:55:56.0",,,"Breton","95270"
"97496","TRUE",,"en","2008-12-17 20:55:56.0",,,"Bosnian","95271"
"97497","TRUE",,"en","2008-12-17 20:55:56.0",,,"Catalan","95272"
"97498","TRUE",,"en","2008-12-17 20:55:56.0",,,"Chechen","95273"
"97499","TRUE",,"en","2008-12-17 20:55:56.0",,,"Chamorro","95274"
"97500","TRUE",,"en","2008-12-17 20:55:56.0",,,"Corsican","95275"
"97501","TRUE",,"en","2008-12-17 20:55:56.0",,,"Cree","95276"
"97502","TRUE",,"en","2008-12-17 20:55:56.0",,,"Czech","95277"
"97503","TRUE",,"en","2008-12-17 20:55:56.0",,,"Church Slavic","95278"
"97504","TRUE",,"en","2008-12-17 20:55:56.0",,,"Chuvash","95279"
"97505","TRUE",,"en","2008-12-17 20:55:56.0",,,"Welsh","95280"
"97506","TRUE",,"en","2008-12-17 20:55:56.0",,,"Danish","95281"
"97507","TRUE",,"en","2008-12-17 20:55:56.0",,,"German","95282"
"97508","TRUE",,"en","2008-12-17 20:55:56.0",,,"Dhivehi","95283"
"97509","TRUE",,"en","2008-12-17 20:55:56.0",,,"Dzongkha","95284"
"97510","TRUE",,"en","2008-12-17 20:55:56.0",,,"Ewe","95285"
"97511","TRUE",,"en","2008-12-17 20:55:56.0",,,"Modern Greek (1453-)","95286"
"97512","TRUE",,"en","2008-12-17 20:55:56.0",,,"English","95287"
"97513","TRUE",,"en","2008-12-17 20:55:56.0",,,"Esperanto","95288"
"97514","TRUE",,"en","2008-12-17 20:55:56.0",,,"Spanish","95289"
"97515","TRUE",,"en","2008-12-17 20:55:56.0",,,"Estonian","95290"
"97516","TRUE",,"en","2008-12-17 20:55:56.0",,,"Basque","95291"
"97517","TRUE",,"en","2008-12-17 20:55:56.0",,,"Persian","95292"
"97518","TRUE",,"en","2008-12-17 20:55:56.0",,,"Fulah","95293"
"97519","TRUE",,"en","2008-12-17 20:55:56.0",,,"Finnish","95294"
"97520","TRUE",,"en","2008-12-17 20:55:56.0",,,"Fijian","95295"
"97521","TRUE",,"en","2008-12-17 20:55:56.0",,,"Faroese","95296"
"97522","TRUE",,"en","2008-12-17 20:55:56.0",,,"French","95297"
"97523","TRUE",,"en","2008-12-17 20:55:56.0",,,"Western Frisian","95298"
"97524","TRUE",,"en","2008-12-17 20:55:56.0",,,"Irish","95299"
"97525","TRUE",,"en","2008-12-17 20:55:56.0",,,"Scottish Gaelic","95300"
"97526","TRUE",,"en","2008-12-17 20:55:56.0",,,"Galician","95301"
"97527","TRUE",,"en","2008-12-17 20:55:56.0",,,"Guarani","95302"
"97528","TRUE",,"en","2008-12-17 20:55:56.0",,,"Gujarati","95303"
"97529","TRUE",,"en","2008-12-17 20:55:56.0",,,"Manx","95304"
"97530","TRUE",,"en","2008-12-17 20:55:56.0",,,"Hausa","95305"
"97531","TRUE",,"en","2008-12-17 20:55:56.0",,,"Hebrew","95306"
"97532","TRUE",,"en","2008-12-17 20:55:56.0",,,"Hindi","95307"
"97533","TRUE",,"en","2008-12-17 20:55:56.0",,,"Hiri Motu","95308"
"97534","TRUE",,"en","2008-12-17 20:55:56.0",,,"Croatian","95309"
"97535","TRUE",,"en","2008-12-17 20:55:56.0",,,"Haitian","95310"
"97536","TRUE",,"en","2008-12-17 20:55:56.0",,,"Hungarian","95311"
"97537","TRUE",,"en","2008-12-17 20:55:56.0",,,"Armenian","95312"
"97538","TRUE",,"en","2008-12-17 20:55:56.0",,,"Herero","95313"
"97539","TRUE",,"en","2008-12-17 20:55:56.0",,,"Interlingua","95314"
"97540","TRUE",,"en","2008-12-17 20:55:56.0",,,"Indonesian","95315"
"97541","TRUE",,"en","2008-12-17 20:55:56.0",,,"Interlingue","95316"
"97542","TRUE",,"en","2008-12-17 20:55:56.0",,,"Igbo","95317"
"97543","TRUE",,"en","2008-12-17 20:55:56.0",,,"Sichuan Yi","95318"
"97544","TRUE",,"en","2008-12-17 20:55:56.0",,,"Inupiaq","95319"
"97545","TRUE",,"en","2008-12-17 20:55:56.0",,,"Ido","95320"
"97546","TRUE",,"en","2008-12-17 20:55:56.0",,,"Icelandic","95321"
"97547","TRUE",,"en","2008-12-17 20:55:56.0",,,"Italian","95322"
"97548","TRUE",,"en","2008-12-17 20:55:56.0",,,"Inuktitut","95323"
"97549","TRUE",,"en","2008-12-17 20:55:56.0",,,"Japanese","95324"
"97550","TRUE",,"en","2008-12-17 20:55:56.0",,,"Javanese","95325"
"97551","TRUE",,"en","2008-12-17 20:55:56.0",,,"Georgian","95326"
"97552","TRUE",,"en","2008-12-17 20:55:56.0",,,"Kongo","95327"
"97553","TRUE",,"en","2008-12-17 20:55:56.0",,,"Kikuyu","95328"
"97554","TRUE",,"en","2008-12-17 20:55:56.0",,,"Kuanyama","95329"
"97555","TRUE",,"en","2008-12-17 20:55:56.0",,,"Kazakh","95330"
"97556","TRUE",,"en","2008-12-17 20:55:56.0",,,"Kalaallisut","95331"
"97557","TRUE",,"en","2008-12-17 20:55:56.0",,,"Central Khmer","95332"
"97558","TRUE",,"en","2008-12-17 20:55:56.0",,,"Kannada","95333"
"97559","TRUE",,"en","2008-12-17 20:55:56.0",,,"Korean","95334"
"97560","TRUE",,"en","2008-12-17 20:55:56.0",,,"Kanuri","95335"
"97561","TRUE",,"en","2008-12-17 20:55:56.0",,,"Kashmiri","95336"
"97562","TRUE",,"en","2008-12-17 20:55:56.0",,,"Kurdish","95337"
"97563","TRUE",,"en","2008-12-17 20:55:56.0",,,"Komi","95338"
"97564","TRUE",,"en","2008-12-17 20:55:56.0",,,"Cornish","95339"
"97565","TRUE",,"en","2008-12-17 20:55:56.0",,,"Kirghiz","95340"
"97566","TRUE",,"en","2008-12-17 20:55:56.0",,,"Latin","95341"
"97567","TRUE",,"en","2008-12-17 20:55:56.0",,,"Luxembourgish","95342"
"97568","TRUE",,"en","2008-12-17 20:55:56.0",,,"Ganda","95343"
"97569","TRUE",,"en","2008-12-17 20:55:56.0",,,"Limburgan","95344"
"97570","TRUE",,"en","2008-12-17 20:55:56.0",,,"Lingala","95345"
"97571","TRUE",,"en","2008-12-17 20:55:56.0",,,"Lao","95346"
"97572","TRUE",,"en","2008-12-17 20:55:56.0",,,"Lithuanian","95347"
"97573","TRUE",,"en","2008-12-17 20:55:56.0",,,"Luba-Katanga","95348"
"97574","TRUE",,"en","2008-12-17 20:55:56.0",,,"Latvian","95349"
"97575","TRUE",,"en","2008-12-17 20:55:56.0",,,"Malagasy","95350"
"97576","TRUE",,"en","2008-12-17 20:55:56.0",,,"Marshallese","95351"
"97577","TRUE",,"en","2008-12-17 20:55:56.0",,,"Maori","95352"
"97578","TRUE",,"en","2008-12-17 20:55:56.0",,,"Macedonian","95353"
"97579","TRUE",,"en","2008-12-17 20:55:56.0",,,"Malayalam","95354"
"97580","TRUE",,"en","2008-12-17 20:55:56.0",,,"Mongolian","95355"
"97581","TRUE",,"en","2008-12-17 20:55:56.0",,,"Marathi","95356"
"97582","TRUE",,"en","2008-12-17 20:55:56.0",,,"Malay (macrolanguage)","95357"
"97583","TRUE",,"en","2008-12-17 20:55:56.0",,,"Maltese","95358"
"97584","TRUE",,"en","2008-12-17 20:55:56.0",,,"Burmese","95359"
"97585","TRUE",,"en","2008-12-17 20:55:56.0",,,"Nauru","95360"
"97586","TRUE",,"en","2008-12-17 20:55:56.0",,,"Norwegian Bokmål","95361"
"97587","TRUE",,"en","2008-12-17 20:55:56.0",,,"North Ndebele","95362"
"97588","TRUE",,"en","2008-12-17 20:55:56.0",,,"Nepali","95363"
"97589","TRUE",,"en","2008-12-17 20:55:56.0",,,"Ndonga","95364"
"97590","TRUE",,"en","2008-12-17 20:55:56.0",,,"Dutch","95365"
"97591","TRUE",,"en","2008-12-17 20:55:56.0",,,"Norwegian Nynorsk","95366"
"97592","TRUE",,"en","2008-12-17 20:55:56.0",,,"Norwegian","95367"
"97593","TRUE",,"en","2008-12-17 20:55:56.0",,,"South Ndebele","95368"
"97594","TRUE",,"en","2008-12-17 20:55:56.0",,,"Navajo","95369"
"97595","TRUE",,"en","2008-12-17 20:55:56.0",,,"Nyanja","95370"
"97596","TRUE",,"en","2008-12-17 20:55:56.0",,,"Occitan (post 1500)","95371"
"97597","TRUE",,"en","2008-12-17 20:55:56.0",,,"Ojibwa","95372"
"97598","TRUE",,"en","2008-12-17 20:55:56.0",,,"Oromo","95373"
"97599","TRUE",,"en","2008-12-17 20:55:56.0",,,"Oriya","95374"
"97600","TRUE",,"en","2008-12-17 20:55:56.0",,,"Ossetian","95375"
"97601","TRUE",,"en","2008-12-17 20:55:56.0",,,"Panjabi","95376"
"97602","TRUE",,"en","2008-12-17 20:55:56.0",,,"Pali","95377"
"97603","TRUE",,"en","2008-12-17 20:55:56.0",,,"Polish","95378"
"97604","TRUE",,"en","2008-12-17 20:55:56.0",,,"Pushto","95379"
"97605","TRUE",,"en","2008-12-17 20:55:56.0",,,"Portuguese","95380"
"97606","TRUE",,"en","2008-12-17 20:55:56.0",,,"Quechua","95381"
"97607","TRUE",,"en","2008-12-17 20:55:56.0",,,"Romansh","95382"
"97608","TRUE",,"en","2008-12-17 20:55:56.0",,,"Rundi","95383"
"97609","TRUE",,"en","2008-12-17 20:55:56.0",,,"Romanian","95384"
"97610","TRUE",,"en","2008-12-17 20:55:56.0",,,"Russian","95385"
"97611","TRUE",,"en","2008-12-17 20:55:56.0",,,"Kinyarwanda","95386"
"97612","TRUE",,"en","2008-12-17 20:55:56.0",,,"Sanskrit","95387"
"97613","TRUE",,"en","2008-12-17 20:55:56.0",,,"Sardinian","95388"
"97614","TRUE",,"en","2008-12-17 20:55:56.0",,,"Sindhi","95389"
"97615","TRUE",,"en","2008-12-17 20:55:56.0",,,"Northern Sami","95390"
"97616","TRUE",,"en","2008-12-17 20:55:56.0",,,"Sango","95391"
"97617","TRUE",,"en","2008-12-17 20:55:56.0",,,"Serbo-Croatian","95392"
"97618","TRUE",,"en","2008-12-17 20:55:56.0",,,"Sinhala","95393"
"97619","TRUE",,"en","2008-12-17 20:55:56.0",,,"Slovak","95394"
"97620","TRUE",,"en","2008-12-17 20:55:56.0",,,"Slovenian","95395"
"97621","TRUE",,"en","2008-12-17 20:55:56.0",,,"Samoan","95396"
"97622","TRUE",,"en","2008-12-17 20:55:56.0",,,"Shona","95397"
"97623","TRUE",,"en","2008-12-17 20:55:56.0",,,"Somali","95398"
"97624","TRUE",,"en","2008-12-17 20:55:56.0",,,"Albanian","95399"
"97625","TRUE",,"en","2008-12-17 20:55:56.0",,,"Serbian","95400"
"97626","TRUE",,"en","2008-12-17 20:55:56.0",,,"Swati","95401"
"97627","TRUE",,"en","2008-12-17 20:55:56.0",,,"Southern Sotho","95402"
"97628","TRUE",,"en","2008-12-17 20:55:56.0",,,"Sundanese","95403"
"97629","TRUE",,"en","2008-12-17 20:55:56.0",,,"Swedish","95404"
"97630","TRUE",,"en","2008-12-17 20:55:56.0",,,"Swahili (macrolanguage)","95405"
"97631","TRUE",,"en","2008-12-17 20:55:56.0",,,"Tamil","95406"
"97632","TRUE",,"en","2008-12-17 20:55:56.0",,,"Telugu","95407"
"97633","TRUE",,"en","2008-12-17 20:55:56.0",,,"Tajik","95408"
"97634","TRUE",,"en","2008-12-17 20:55:56.0",,,"Thai","95409"
"97635","TRUE",,"en","2008-12-17 20:55:56.0",,,"Tigrinya","95410"
"97636","TRUE",,"en","2008-12-17 20:55:56.0",,,"Turkmen","95411"
"97637","TRUE",,"en","2008-12-17 20:55:56.0",,,"Tagalog","95412"
"97638","TRUE",,"en","2008-12-17 20:55:56.0",,,"Tswana","95413"
"97639","TRUE",,"en","2008-12-17 20:55:56.0",,,"Tonga (Tonga Islands)","95414"
"97640","TRUE",,"en","2008-12-17 20:55:56.0",,,"Turkish","95415"
"97641","TRUE",,"en","2008-12-17 20:55:56.0",,,"Tsonga","95416"
"97642","TRUE",,"en","2008-12-17 20:55:56.0",,,"Tatar","95417"
"97643","TRUE",,"en","2008-12-17 20:55:56.0",,,"Twi","95418"
"97644","TRUE",,"en","2008-12-17 20:55:56.0",,,"Tahitian","95419"
"97645","TRUE",,"en","2008-12-17 20:55:56.0",,,"Uighur","95420"
"97646","TRUE",,"en","2008-12-17 20:55:56.0",,,"Ukrainian","95421"
"97647","TRUE",,"en","2008-12-17 20:55:56.0",,,"Urdu","95422"
"97648","TRUE",,"en","2008-12-17 20:55:56.0",,,"Uzbek","95423"
"97649","TRUE",,"en","2008-12-17 20:55:56.0",,,"Venda","95424"
"97650","TRUE",,"en","2008-12-17 20:55:56.0",,,"Vietnamese","95425"
"97651","TRUE",,"en","2008-12-17 20:55:56.0",,,"Volapük","95426"
"97652","TRUE",,"en","2008-12-17 20:55:56.0",,,"Walloon","95427"
"97653","TRUE",,"en","2008-12-17 20:55:56.0",,,"Wolof","95428"
"97654","TRUE",,"en","2008-12-17 20:55:56.0",,,"Xhosa","95429"
"97655","TRUE",,"en","2008-12-17 20:55:56.0",,,"Yiddish","95430"
"97656","TRUE",,"en","2008-12-17 20:55:56.0",,,"Yoruba","95431"
"97657","TRUE",,"en","2008-12-17 20:55:56.0",,,"Zhuang","95432"
"97658","TRUE",,"en","2008-12-17 20:55:56.0",,,"Chinese","95433"
"97659","TRUE",,"en","2008-12-17 20:55:56.0",,,"Zulu","95434"
"97090","TRUE",,"en","2008-12-17 20:54:28.0",,,"ANDORRA","94865"
"97091","TRUE",,"en","2008-12-17 20:54:28.0",,,"UNITED ARAB EMIRATES","94866"
"97092","TRUE",,"en","2008-12-17 20:54:28.0",,,"AFGHANISTAN","94867"
"97093","TRUE",,"en","2008-12-17 20:54:28.0",,,"ANTIGUA AND BARBUDA","94868"
"97094","TRUE",,"en","2008-12-17 20:54:28.0",,,"ANGUILLA","94869"
"97095","TRUE",,"en","2008-12-17 20:54:28.0",,,"ALBANIA","94870"
"97096","TRUE",,"en","2008-12-17 20:54:28.0",,,"ARMENIA","94871"
"97097","TRUE",,"en","2008-12-17 20:54:28.0",,,"NETHERLANDS ANTILLES","94872"
"97098","TRUE",,"en","2008-12-17 20:54:28.0",,,"ANGOLA","94873"
"97099","TRUE",,"en","2008-12-17 20:54:28.0",,,"ANTARCTICA","94874"
"97100","TRUE",,"en","2008-12-17 20:54:28.0",,,"ARGENTINA","94875"
"97101","TRUE",,"en","2008-12-17 20:54:28.0",,,"AMERICAN SAMOA","94876"
"97102","TRUE",,"en","2008-12-17 20:54:28.0",,,"AUSTRIA","94877"
"97103","TRUE",,"en","2008-12-17 20:54:28.0",,,"AUSTRALIA","94878"
"97288","TRUE",,"en","2008-12-17 20:54:28.0",,,"SVALBARD AND JAN MAYEN","95063"
"97289","TRUE",,"en","2008-12-17 20:54:28.0",,,"SLOVAKIA","95064"
"97290","TRUE",,"en","2008-12-17 20:54:28.0",,,"SIERRA LEONE","95065"
"97291","TRUE",,"en","2008-12-17 20:54:28.0",,,"SAN MARINO","95066"
"97292","TRUE",,"en","2008-12-17 20:54:28.0",,,"SENEGAL","95067"
"97293","TRUE",,"en","2008-12-17 20:54:28.0",,,"SOMALIA","95068"
"97294","TRUE",,"en","2008-12-17 20:54:28.0",,,"SURINAME","95069"
"97295","TRUE",,"en","2008-12-17 20:54:28.0",,,"SAO TOME AND PRINCIPE","95070"
"97296","TRUE",,"en","2008-12-17 20:54:28.0",,,"EL SALVADOR","95071"
"97297","TRUE",,"en","2008-12-17 20:54:28.0",,,"SYRIAN ARAB REPUBLIC","95072"
"97298","TRUE",,"en","2008-12-17 20:54:28.0",,,"SWAZILAND","95073"
"97299","TRUE",,"en","2008-12-17 20:54:28.0",,,"TURKS AND CAICOS ISLANDS","95074"
"97300","TRUE",,"en","2008-12-17 20:54:28.0",,,"CHAD","95075"
"97301","TRUE",,"en","2008-12-17 20:54:28.0",,,"FRENCH SOUTHERN TERRITORIES","95076"
"97302","TRUE",,"en","2008-12-17 20:54:28.0",,,"TOGO","95077"
"97303","TRUE",,"en","2008-12-17 20:54:28.0",,,"THAILAND","95078"
"97304","TRUE",,"en","2008-12-17 20:54:28.0",,,"TAJIKISTAN","95079"
"97305","TRUE",,"en","2008-12-17 20:54:28.0",,,"TOKELAU","95080"
"97306","TRUE",,"en","2008-12-17 20:54:28.0",,,"TIMOR-LESTE","95081"
"97307","TRUE",,"en","2008-12-17 20:54:28.0",,,"TURKMENISTAN","95082"
"97308","TRUE",,"en","2008-12-17 20:54:28.0",,,"TUNISIA","95083"
"97309","TRUE",,"en","2008-12-17 20:54:28.0",,,"TONGA","95084"
"97310","TRUE",,"en","2008-12-17 20:54:28.0",,,"TURKEY","95085"
"97311","TRUE",,"en","2008-12-17 20:54:28.0",,,"TRINIDAD AND TOBAGO","95086"
"97312","TRUE",,"en","2008-12-17 20:54:28.0",,,"TUVALU","95087"
"97313","TRUE",,"en","2008-12-17 20:54:28.0",,,"TAIWAN, PROVINCE OF CHINA","95088"
"97314","TRUE",,"en","2008-12-17 20:54:28.0",,,"TANZANIA, UNITED REPUBLIC OF","95089"
"97315","TRUE",,"en","2008-12-17 20:54:28.0",,,"UKRAINE","95090"
"97316","TRUE",,"en","2008-12-17 20:54:28.0",,,"UGANDA","95091"
"97317","TRUE",,"en","2008-12-17 20:54:28.0",,,"UNITED STATES MINOR OUTLYING ISLANDS","95092"
"97318","TRUE",,"en","2008-12-17 20:54:28.0",,,"UNITED STATES","95093"
"97319","TRUE",,"en","2008-12-17 20:54:28.0",,,"URUGUAY","95094"
"97320","TRUE",,"en","2008-12-17 20:54:28.0",,,"UZBEKISTAN","95095"
"97321","TRUE",,"en","2008-12-17 20:54:28.0",,,"VATICAN CITY STATE (HOLY SEE)","95096"
"97322","TRUE",,"en","2008-12-17 20:54:28.0",,,"SAINT VINCENT AND THE GRENADINES","95097"
"97323","TRUE",,"en","2008-12-17 20:54:28.0",,,"VENEZUELA","95098"
"97324","TRUE",,"en","2008-12-17 20:54:28.0",,,"VIRGIN ISLANDS (BRITISH)","95099"
"97325","TRUE",,"en","2008-12-17 20:54:28.0",,,"VIRGIN ISLANDS (U.S.)","95100"
"97326","TRUE",,"en","2008-12-17 20:54:28.0",,,"VIET NAM","95101"
"97327","TRUE",,"en","2008-12-17 20:54:28.0",,,"VANUATU","95102"
"97328","TRUE",,"en","2008-12-17 20:54:28.0",,,"WALLIS AND FUTUNA","95103"
"97329","TRUE",,"en","2008-12-17 20:54:28.0",,,"SAMOA","95104"
"97330","TRUE",,"en","2008-12-17 20:54:28.0",,,"YEMEN","95105"
"97331","TRUE",,"en","2008-12-17 20:54:28.0",,,"MAYOTTE","95106"
"97332","TRUE",,"en","2008-12-17 20:54:28.0",,,"YUGOSLAVIA","95107"
"97333","TRUE",,"en","2008-12-17 20:54:28.0",,,"SOUTH AFRICA","95108"
"97334","TRUE",,"en","2008-12-17 20:54:28.0",,,"ZAMBIA","95109"
"97335","TRUE",,"en","2008-12-17 20:54:28.0",,,"ZIMBABWE","95110"
"97336","TRUE",,"en","2008-12-17 20:54:28.0",,,"Preserved Specimen","95111"
"97337","TRUE",,"en","2008-12-17 20:54:28.0",,,"Fossil Specimen","95112"
"97338","TRUE",,"en","2008-12-17 20:54:28.0",,,"Living Specimen","95113"
"97339","TRUE",,"en","2008-12-17 20:54:28.0",,,"Human Observation","95114"
"97340","TRUE",,"en","2008-12-17 20:54:28.0",,,"Machine Observation","95115"
"97341","TRUE",,"en","2008-12-17 20:54:28.0",,,"Still Image","95116"
"97342","TRUE",,"en","2008-12-17 20:54:28.0",,,"Moving Image","95117"
"97343","TRUE",,"en","2008-12-17 20:54:28.0",,,"Sound","95118"
"97344","TRUE",,"en","2008-12-17 20:54:28.0",,,"Physical Object","95119"
"97345","TRUE",,"en","2008-12-17 20:54:28.0",,,"ICBN","95120"
"97346","TRUE",,"en","2008-12-17 20:54:28.0",,,"ICZN","95121"
"97347","TRUE",,"en","2008-12-17 20:54:28.0",,,"BC","95122"
"97348","TRUE",,"en","2008-12-17 20:54:28.0",,,"ICNCP","95123"
"97349","TRUE",,"en","2008-12-17 20:54:28.0",,,"BioCode","95124"
"97350","TRUE",,"en","2008-10-12 23:44:52.0",,,"kingdom","95125"
"97351","TRUE",,"en","2008-10-12 23:44:53.0",,,"phylum","95126"
